Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Green Book,2018,PG-13,16 Nov 2018,130 min,"Biography, Comedy, Drama",Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly","Viggo Mortensen, Mahershala Ali, Linda Cardellini","In 1962, Tony ""Tony Lip"" Vallelonga, a tough bouncer, is looking for work when his nightclub is closed for renovations. The most promising offer turns out to be the driver for the African-American classical pianist Don Shirley for a concert tour into the Deep South states. Although hardly enthused at working for a black man, Tony accepts the job and they begin their trek armed with The Negro Motorist Green Book, a travel guide for safe travel through America's racial segregation. Together, the snobbishly erudite pianist and the crudely practical bouncer can barely get along with their clashing attitudes to life and ideals. However, as the disparate pair witness and endure America's appalling injustices on the road, they find a newfound respect for each other's talents and start to face them together. In doing so, they would nurture a friendship and understanding that would change both their lives.","English, Italian, Russian, German","United States, China",Won 3 Oscars. 58 wins & 123 nominations total,https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.2,"563,411",tt6966692,movie,19 Feb 2019,"$85,080,171",N/A,N/A,True,
Greyhound,2020,PG-13,10 Jul 2020,91 min,"Action, Drama, History",Aaron Schneider,"Tom Hanks, C.S. Forester","Tom Hanks, Elisabeth Shue, Stephen Graham","Based upon the novel ""The Good Shepherd"" by C S Forester, this is the thrilling story of an Allied convoy crossing the North Atlantic in 1942 as it faces relentless attack by a German submarine wolf pack. The leader of the convoy's destroyer screen is a US Navy commander making his first Atlantic crossing. The story focuses on his command responsibility as he fights the cold, the relentless night, the brutal sea, and his deep fatigue as he chases down the attacking submarines in the deadly game of cat and mouse. The exciting story, a thrilling ride-along with the beleaguered captain, so deeply portrays the elements of battle command that for a long period of time the book was used as a text at the US Naval Academy.",English,"United States, Canada, China",Nominated for 1 Oscar. 1 win & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZTFkZjYxNWItZmE2MC00MGE4LWIxYTgtZmIzOWM1YmI2YWEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.0,"113,743",tt6048922,movie,10 Jul 2020,N/A,N/A,N/A,True,
Guardians of the Galaxy,2014,PG-13,01 Aug 2014,121 min,"Action, Adventure, Comedy",James Gunn,"James Gunn, Nicole Perlman, Dan Abnett","Chris Pratt, Vin Diesel, Bradley Cooper","After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the galaxy.",English,United States,Nominated for 2 Oscars. 52 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BNDIzMTk4NDYtMjg5OS00ZGI0LWJhZDYtMzdmZGY1YWU5ZGNkXkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,8.0,"1,266,525",tt2015381,movie,15 Nov 2015,"$333,718,600",N/A,N/A,True,
Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,"Action, Adventure, Comedy",James Gunn,"James Gunn, Dan Abnett, Andy Lanning","Chris Pratt, Zoe Saldana, Dave Bautista","After saving Xandar from Ronan's wrath, the Guardians are now recognized as heroes. Now the team must help their leader Star Lord (Chris Pratt) uncover the truth behind his true heritage. Along the way, old foes turn to allies and betrayal is blooming. And the Guardians find that they are up against a devastating new menace who is out to rule the galaxy.",English,United States,Nominated for 1 Oscar. 15 wins & 60 nominations total,https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.6,"757,026",tt3896198,movie,10 Jul 2017,"$389,813,101",N/A,N/A,True,
Guardians of the Galaxy Vol. 3,2023,PG-13,05 May 2023,150 min,"Action, Adventure, Comedy",James Gunn,"James Gunn, Jim Starlin, Stan Lee","Chris Pratt, Chukwudi Iwuji, Bradley Cooper","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",English,"United States, New Zealand, France, Canada",Nominated for 1 Oscar. 11 wins & 83 nominations total,https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.9,"376,578",tt6791350,movie,07 Jul 2023,"$358,995,815",N/A,N/A,True,
Guillermo del Toro's Pinocchio,2022,PG,09 Dec 2022,117 min,"Animation, Adventure, Comedy","Guillermo del Toro, Mark Gustafson","Guillermo del Toro, Patrick McHale, Carlo Collodi","Ewan McGregor, David Bradley, Gregory Mann","A dark, twisted retelling of the famous Carlo Collodi fairy tale about the wooden puppet who dreams of becoming a real boy. When Pinocchio comes to life, he turns out not to be that nice of a boy, creating mischief and playing mean tricks. He eventually learns a few lessons.","English, Italian","United States, Mexico, France, Australia",Won 1 Oscar. 77 wins & 132 nominations total,https://m.media-amazon.com/images/M/MV5BNjBhZjNkNDItODcxMS00ZGNmLTk3ODUtOGU1NWI3N2Q3YmM1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.6,"112,299",tt1488589,movie,08 Sep 2022,N/A,N/A,N/A,True,
Hacksaw Ridge,2016,R,04 Nov 2016,139 min,"Biography, Drama, History",Mel Gibson,"Robert Schenkkan, Andrew Knight","Andrew Garfield, Sam Worthington, Luke Bracey","The true story of Desmond T. Doss, the conscientious objector who, at the Battle of Okinawa, was awarded the Medal of Honor for his incredible bravery and regard for his fellow soldiers. We see his upbringing and how this shaped his views, especially his religious view and anti-killing stance. We see Doss's trials and tribulations after enlisting in the US Army and trying to become a medic. Finally, we see the hell on Earth that was Hacksaw Ridge.","English, Japanese",United States,Won 2 Oscars. 56 wins & 115 nominations total,https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,8.1,"590,048",tt2119532,movie,07 Feb 2017,"$67,209,615",N/A,N/A,True,
"Hail, Caesar!",2016,PG-13,05 Feb 2016,106 min,"Comedy, Drama, Mystery","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Josh Brolin, George Clooney, Alden Ehrenreich","This movie follows a day in the life of Eddie Mannix (Josh Brolin), a Hollywood fixer for Capitol Pictures in the 1950s, who cleans up and solves problems for big names and stars in the industry. But when studio star Baird Whitlock (George Clooney) disappears, Mannix has to deal with more than just the fix.",English,"United States, United Kingdom, Japan",Nominated for 1 Oscar. 14 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BOTI1M2FlMzItY2VjYS00Y2VkLWI5OTQtMzA0MWMyNmQzZmQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.3,"142,786",tt0475290,movie,04 Oct 2016,"$30,498,085",N/A,N/A,True,
Hair Love,2019,G,14 Aug 2019,7 min,"Animation, Short, Comedy","Matthew A. Cherry, Everett Downing Jr., Bruce W. Smith",Matthew A. Cherry,Issa Rae,A father tries to do his daughter's hair for the first time.,English,United States,Won 1 Oscar. 4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYzE1OWRlNjItN2M1MC00MzAwLTllOWQtZjdkNjY0OTU2YTA2XkEyXkFqcGdeQXVyMjMzMTI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"7,037",tt7129636,movie,N/A,"$330,661",N/A,N/A,True,
"Hale County This Morning, This Evening",2018,Not Rated,14 Sep 2018,76 min,Documentary,RaMell Ross,"Maya Krinsky, RaMell Ross","Latrenda 'Boosie' Ash, Karmyn Bryant, Korbyn Bryant","Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting the beauty of life and consequences of the social construction of race, while simultaneously a testament to dreaming.",English,United States,Nominated for 1 Oscar. 16 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNjY4ZWM5YTMtYTE3MC00MDVjLWI4ODUtZTc3NjYyZDVjNGJjXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.4,"2,113",tt6634646,movie,19 Feb 2019,"$112,282",N/A,N/A,True,
Happy-Go-Lucky,2008,R,21 Nov 2008,118 min,"Comedy, Drama, Romance",Mike Leigh,Mike Leigh,"Sally Hawkins, Alexis Zegerman, Samuel Roukin","Poppy Cross is happy-go-lucky. At 30, she lives in Camden: cheeky, playful, frank while funny, and talkative to strangers. She's a conscientious and exuberant primary-school teacher, flatmates with Zoe, her long-time friend; she's close to one sister, and not so close to another. In this slice of life story, we watch her take driving lessons from Scott, a dour and tightly-wound instructor, take classes in flamenco dance from a fiery Spaniard, encounter a tramp in the night, and sort out a student's aggressive behavior with a social worker's help. Along the way, we wonder if her open attitude puts her at risk of misunderstanding or worse. What is the root of happiness?",English,United Kingdom,Nominated for 1 Oscar. 39 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMTI4ODY1MjIyNV5BMl5BanBnXkFtZTcwMTExMTM5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.0,"40,993",tt1045670,movie,08 Oct 2016,"$3,512,016",N/A,N/A,True,
Harriet,2019,PG-13,01 Nov 2019,125 min,"Action, Biography, Drama",Kasi Lemmons,"Gregory Allen Howard, Kasi Lemmons","Cynthia Erivo, Janelle Monáe, Leslie Odom Jr.","Based on the thrilling and inspirational life of an iconic American freedom fighter, Harriet tells the extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",English,"China, United States",Nominated for 2 Oscars. 21 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BNmE1Y2JjMDEtZDAyOC00NjFiLWJlNjAtMjA3MDMzZGUxMDViXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"30,568",tt4648786,movie,01 Nov 2019,"$43,082,155",N/A,N/A,True,
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,19 Nov 2010,146 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","Voldemort's (Ralph Fiennes') power is growing stronger. He now has control over the Ministry of Magic and Hogwarts. Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) decide to finish Dumbledore's (Sir Michael Gambon's) work and find the rest of the Horcruxes to defeat the Dark Lord. But little hope remains for the trio and the rest of the Wizarding World, so everything they do must go as planned.","English, Latin","United Kingdom, United States",Nominated for 2 Oscars. 15 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.7,"595,870",tt0926084,movie,19 Jul 2013,"$296,374,621",N/A,N/A,True,
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,15 Jul 2011,130 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) continue their quest of finding and destroying Voldemort's (Ralph Fiennes') three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins, and life as they know it will never be the same again.","English, Latin","United Kingdom, United States",Nominated for 3 Oscars. 48 wins & 95 nominations total,https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.1,"941,773",tt1201607,movie,20 Jul 2013,"$381,447,587",N/A,N/A,True,
Harry Potter and the Half-Blood Prince,2009,PG,15 Jul 2009,153 min,"Action, Adventure, Family",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","During Harry Potter's sixth year at Hogwarts, he finds a book that once belonged to the mysterious Half-Blood Prince that earns him the respect of his new Potions professor Horace Slughorn. In addition, Dumbledore must prepare Harry for the ultimate final confrontation by finding out the secret behind Voldemort's power. Meanwhile, a hidden enemy waits in the shadows to carry out a mission given to him by the Dark Lord.","English, Latin","United Kingdom, United States",Nominated for 1 Oscar. 9 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.6,"592,872",tt0417741,movie,01 Jun 2011,"$302,334,374",N/A,N/A,True,
Haulout,2022,N/A,N/A,25 min,"Documentary, Short","Maxim Arbugaev, Evgenia Arbugaeva","Maxim Arbugaev, Evgenia Arbugaeva",Maxim Chakilev,"Follows a man waiting in his hut in the desolate expanse of the Russian Arctic. He is holding out in order to observe a natural event that occurs here, every year, but ocean warming is taking its toll.",N/A,"United Kingdom, Russia",Nominated for 1 Oscar. 10 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNjFhM2NhNWUtOWFlNy00ZDViLWFkZTAtZDI1YmQ2NmUwODJhXkEyXkFqcGdeQXVyMTMxMTIwMTE0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,681",tt17162620,movie,N/A,N/A,N/A,N/A,True,
Head Over Heels,2012,TV-PG,21 Oct 2012,11 min,"Animation, Short, Comedy",Timothy Reckart,Timothy Reckart,"Nigel Anthony, Rayyah McCaul","After many years of marriage, Walter and Madge have grown apart: he lives on the floor and she lives on the ceiling. When Walter tries to reignite their old romance, their equilibrium comes crashing down, and the couple that can't agree which way is up must find a way put their marriage back together.",N/A,United Kingdom,Nominated for 1 Oscar. 14 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNTQ0MTBmMTYtODNlOC00YzYxLTk5MGItZWY5NGE5ZGVlNzNjXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"2,369",tt2391009,movie,22 May 2017,N/A,N/A,N/A,True,
Heaven is a Traffic Jam on the 405,2016,N/A,26 Oct 2018,40 min,"Documentary, Short, Biography",Frank Stiefel,N/A,Tom Wudl,"Mindy Alper is a tortured and brilliant 56 year old artist who is represented by one of Los Angeles' top galleries. Acute anxiety, mental disorder and devastating depression have caused her to be committed to mental institutions undergo electro shock therapy and survive a 10 year period without the ability to speak. Her hyper self awareness has allowed her to produce a lifelong body of work that expresses her emotional state with powerful psychological precision. Through interviews, reenactments, the building of an eight and a half foot papier-mache' bust of her beloved psychiatrist, and examining drawings made from the time she was a child, we learn how she has emerged from darkness and isolation to a life that includes love, trust and support.",English,United States,Won 1 Oscar. 5 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZGI1YTk2YTYtYWQ1NC00MTg0LTlkYTctMWI3ZmI5Mjg1OGIxXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,893,tt5095260,movie,13 Dec 2018,N/A,N/A,N/A,True,
